id,category,topic,age_min_months,age_max_months,title,content,tips,avoid,keywords,questions,medical_disclaimer,source_id,source_section
KB1531,Công thức gia đình,Bánh đậu nướng,24,59,"Nghiền đậu với hành, cà rốt và gia vị rồi tạo miếng nướng","Nướng thay chiên, làm miếng mềm và kích thước phù hợp; bỏ viên nêm hoặc chọn loại ít muối.",[],[],"[""bánh đậu nướng"", ""bean burger""]","[""Cách làm bánh đậu mềm cho trẻ?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC46,pp. 43–44
KB1532,Công thức gia đình,Bánh cá nướng,24,59,"Trộn khoai nghiền với cá chín, trứng và rau thơm rồi nướng","Kiểm tra kỹ xương cá, tạo bánh nhỏ mềm và không dùng cá muối nhiều natri.",[],[],"[""bánh cá nướng"", ""lọc xương""]","[""Làm bánh cá nướng cho trẻ cần lưu ý gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC46,pp. 45–46
KB1533,Nền sốt gia đình,Sốt cà chua đa dụng,12,59,"Nấu hành, tỏi và cà chua thành sốt nền để dùng cho nhiều món","Có thể thêm rau, đậu, thịt hoặc cá và dùng với mì, khoai hoặc cơm; tách phần trẻ trước khi nêm.",[],[],"[""sốt cà chua nền"", ""món đa dụng""]","[""Có thể dùng một sốt cà chua nền cho những món nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC46,pp. 51–52
KB1534,Nền sốt gia đình,Sốt trắng cơ bản,12,59,Nấu bột với chất béo và thêm sữa từ từ để tạo sốt trắng,"Khuấy liên tục để không vón; có thể dùng cho rau, cá hoặc lasagne và điều chỉnh loại sữa theo tuổi.",[],[],"[""sốt trắng"", ""roux""]","[""Cách làm sốt trắng không vón?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC46,pp. 52–53
KB1535,Dinh dưỡng điều trị,Phạm vi sử dụng,12,59,Mẹo tăng năng lượng chỉ dành cho trẻ cần hỗ trợ tăng trưởng,"Không tự áp dụng cho mọi trẻ. Trẻ không tăng cân, có bệnh nền hoặc khó ăn cần được bác sĩ hay chuyên gia dinh dưỡng đánh giá trước.",[],"[""Không dùng chế độ tăng năng lượng để ép trẻ có tăng trưởng bình thường ăn nhiều hơn.""]","[""tăng năng lượng"", ""chậm tăng cân""]","[""Khi nào nên áp dụng mẹo tăng năng lượng cho trẻ?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF pp. 2–3
KB1536,Khó khăn ăn uống,Dấu hiệu cần đánh giá đa chuyên ngành,12,59,"Ho, ọe, nôn khi nhìn hoặc ngửi thức ăn, từ chối kéo dài hay ăn dưới khoảng mười loại thực phẩm cần được đánh giá","Các biểu hiện có thể liên quan kỹ năng miệng, cảm giác, nuốt hoặc dinh dưỡng; có thể cần chuyên gia dinh dưỡng và âm ngữ trị liệu.",[],[],"[""khó nuốt"", ""ăn ít loại"", ""đánh giá""]","[""Dấu hiệu nào cho thấy trẻ cần chuyên gia đánh giá việc ăn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 2
KB1537,Môi trường bữa ăn,Không theo trẻ bằng thìa,12,59,Không đi theo trẻ quanh nhà để đút,Tổ chức bữa ở bàn hoặc một khu vực picnic cố định giúp giảm nguy cơ hóc và tạo cấu trúc rõ cho việc ăn.,[],[],"[""không đuổi theo đút"", ""ngồi ăn""]","[""Vì sao không nên vừa đi vừa đút trẻ?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 3
KB1538,Môi trường bữa ăn,Không bình luận lượng ăn,12,59,Giảm chú ý quá mức đến lượng trẻ đang ăn,"Một số trẻ ăn kém hơn khi liên tục được hỏi, khen hoặc nhận xét. Trò chuyện về chủ đề khác và để trẻ tập trung vào thức ăn.",[],[],"[""không bình luận lượng ăn"", ""áp lực bữa ăn""]","[""Có nên liên tục khen trẻ mỗi miếng ăn không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 3
KB1539,Môi trường bữa ăn,Bữa ăn ngắn,12,59,Giữ bữa ăn tương đối ngắn khi trẻ mất tập trung hoặc khó chịu,"Nguồn gợi ý khoảng tối đa hai mươi phút, nhưng gia đình nên quan sát trẻ và kết thúc bình tĩnh khi trẻ đã no hoặc căng thẳng.",[],[],"[""bữa ăn ngắn"", ""20 phút""]","[""Bữa ăn kéo dài bao lâu là hợp lý với trẻ khó ăn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 3
KB1540,Nuôi dạy trong bữa ăn,Tôn trọng tín hiệu no,12,59,"Dừng khi trẻ quay đầu, đóng miệng, muốn rời ghế hoặc nói đã no",Lượng ăn có thể thay đổi giữa các bữa. Tránh ép thêm vì mục tiêu tăng cân không loại bỏ quyền phản hồi tín hiệu cơ thể.,[],[],"[""tín hiệu no"", ""không ép ăn""]","[""Trẻ cần tăng cân có vẫn được quyền dừng khi no không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF pp. 3–4
KB1541,Khó khăn kết cấu,Tăng độ thô từng bước nhỏ,12,59,Tăng kết cấu bằng lượng rất nhỏ trộn vào món quen,"Có thể bắt đầu bằng một phần nhỏ thức ăn thô hơn rồi tăng dần, đồng thời tiếp tục cho trẻ cầm thức ăn mềm và dùng thìa.",[],[],"[""tăng kết cấu từng bước"", ""món quen""]","[""Làm sao chuyển trẻ từ đồ xay sang đồ lợn cợn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 3
KB1542,Khó khăn kết cấu,Chơi cảm giác ngoài bữa,12,59,Luyện chạm và khám phá vật liệu ngoài giờ ăn trước,"Bắt đầu với cát, nước, đất nặn hoặc mì khô, sau đó chuyển dần sang thức ăn nguội và mềm để giảm áp lực phải ăn.",[],[],"[""chơi cảm giác"", ""food play""]","[""Chơi cảm giác có thể hỗ trợ trẻ sợ kết cấu thức ăn thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 4
KB1543,Căng thẳng bữa ăn,Người lớn ăn cùng,12,59,Người chăm sóc nên ăn cùng thay vì chỉ quan sát trẻ,Việc cùng ăn giảm sự tập trung vào từng miếng và cho trẻ thấy cách thưởng thức món một cách tự nhiên.,[],[],"[""ăn cùng trẻ"", ""làm mẫu""]","[""Ăn cùng trẻ giúp giảm căng thẳng thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 4
KB1544,Biếng ăn,Không mặc cả,12,59,"Không mặc cả, hối lộ hoặc tranh đấu để trẻ ăn","Giữ phần ăn nhỏ, có món quen và kết thúc bình tĩnh nếu trẻ không ăn; đồ ăn vặt không nên trở thành phần thưởng thay bữa.",[],[],"[""không mặc cả"", ""không hối lộ""]","[""Trẻ khó ăn có nên được hứa quà để ăn hết không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF pp. 4–5
KB1545,Ăn uống an toàn,Thức ăn tròn và trơn,12,59,Cắt thực phẩm tròn hoặc trơn dọc thành nhiều phần nhỏ,"Nho, cà chua bi, quả mọng lớn, ô-liu và xúc xích cần được điều chỉnh hình dạng; trẻ phải ngồi và được giám sát khi ăn.",[],[],"[""cắt nho dọc"", ""thực phẩm tròn""]","[""Thực phẩm tròn cần cắt thế nào cho trẻ?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,"PDF pp. 4, 7–8"
KB1546,Dinh dưỡng điều trị,Tăng đậm độ thay vì tăng thể tích,12,59,"Với trẻ cần tăng năng lượng, có thể làm phần nhỏ giàu năng lượng hơn thay vì ép ăn phần lớn","Chỉ thực hiện theo kế hoạch chuyên môn, bằng cách thêm thực phẩm giàu năng lượng và đạm phù hợp vào món trẻ đã ăn được.",[],[],"[""tăng đậm độ năng lượng"", ""phần ăn nhỏ""]","[""Trẻ ăn ít nhưng cần tăng cân nên tăng lượng hay tăng đậm độ?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF pp. 4–6
KB1547,Dinh dưỡng điều trị,Đạm ở hai bữa chính,12,59,Kế hoạch tăng trưởng có thể bố trí nguồn đạm ở cả hai bữa chính,"Thịt, cá không xương, trứng, đậu hoặc đậu lăng có thể kết hợp tinh bột và rau; lựa chọn phụ thuộc bệnh lý và chuyên gia.",[],[],"[""đạm hai bữa"", ""trẻ cần tăng cân""]","[""Nguồn đạm có thể được phân bố trong ngày thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF pp. 5–6
KB1548,Dinh dưỡng điều trị,Bơ hạt mịn trộn vào món,12,59,Bơ hạt mịn có thể tăng năng lượng khi chuyên gia khuyến nghị,"Chỉ dùng khi trẻ đã được giới thiệu hạt an toàn, không dị ứng và có kỹ năng ăn phù hợp; trộn vào cháo, sốt hoặc sữa chua thay vì cho một cục đặc.",[],"[""Không cho thìa bơ hạt đặc vì có thể gây hóc.""]","[""bơ hạt mịn"", ""tăng năng lượng""]","[""Dùng bơ hạt để tăng năng lượng cho trẻ thế nào an toàn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,"PDF pp. 5, 11"
KB1549,Dinh dưỡng điều trị,Bột hạt nghiền mịn,12,59,"Bột hạt phải mịn, không còn cục và được trộn hoàn toàn vào món",Không phục vụ bột khô rời vì vụn có thể gây hóc. Không dùng khi trẻ dị ứng hoặc chưa được đánh giá phù hợp.,[],[],"[""bột hạt nghiền"", ""trộn vào thức ăn""]","[""Bột hạt nghiền cho trẻ cần đạt độ mịn thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 11
KB1550,Dinh dưỡng điều trị,Không giữ mốc bảo quản cũ,12,59,Không dùng nguyên thời hạn hai tuần của sách cho hỗn hợp hạt tự xay,"Hạt giàu dầu dễ ôi và có nguy cơ nhiễm bẩn. Chuẩn bị lượng nhỏ, bảo quản kín theo hướng dẫn hiện hành và bỏ khi có mùi hoặc vị lạ.",[],[],"[""bảo quản bột hạt"", ""không dùng mốc cũ""]","[""Hỗn hợp hạt tự xay có nên để hai tuần không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF p. 11 – safety adaptation
KB1551,Công thức điều trị,Súp rau củ tăng năng lượng,12,59,Súp bí đỏ hoặc rau xanh có thể được tăng đậm độ theo kế hoạch dinh dưỡng,"Giữ súp đủ đặc, thêm nguồn đạm hoặc chất béo phù hợp đã được chuyên gia chọn và không dùng súp loãng thay toàn bộ bữa.",[],[],"[""súp tăng năng lượng"", ""trẻ chậm tăng cân""]","[""Súp cho trẻ cần tăng cân nên được điều chỉnh thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF pp. 13–15
KB1552,Công thức điều trị,Hộp bento nhiều nhóm,12,59,"Hộp ăn có thể gồm tinh bột, đạm, rau và trái cây với phần nhỏ","Chọn món trẻ đã quen, điều chỉnh hình dạng chống hóc và tuân thủ quy định dị ứng của cơ sở chăm sóc.",[],[],"[""bento trẻ em"", ""nhiều nhóm thực phẩm""]","[""Một hộp bento nhỏ cho trẻ có thể gồm những nhóm nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF pp. 15–21
KB1553,Công thức điều trị,Sữa chua và trái cây giàu năng lượng,12,59,Sữa chua nguyên kem với trái cây mềm có thể là bữa phụ trong kế hoạch tăng năng lượng,"Chọn loại không đường, cắt trái cây an toàn và chỉ thêm bơ hạt hoặc bột hạt khi đã được chuyên gia cho phép.",[],[],"[""sữa chua nguyên kem"", ""bữa phụ tăng năng lượng""]","[""Bữa phụ sữa chua cho trẻ cần tăng cân có thể chuẩn bị thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC47,PDF pp. 30–32
KB1554,Hộp cơm,Tương đương một bữa chính,12,59,Hộp cơm mang đi cần được xem như một bữa chính nhỏ,"Hộp nên cung cấp nhiều nhóm thực phẩm và thay đổi qua tuần, không chỉ gồm đồ ăn vặt hoặc một món tinh bột.",[],[],"[""hộp cơm trẻ nhỏ"", ""bữa chính""]","[""Hộp cơm của trẻ có nên được xem như bữa phụ không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 3–4
KB1555,Hộp cơm,Đa dạng theo tuần,12,59,Đánh giá sự đa dạng của hộp cơm trong nhiều ngày,"Không cần mỗi hộp hoàn hảo tuyệt đối; nhưng trong tuần cần luân phiên thực phẩm giàu sắt, rau quả, tinh bột và thực phẩm giàu canxi.",[],[],"[""đa dạng hộp cơm"", ""thực đơn tuần""]","[""Nên đánh giá hộp cơm theo từng ngày hay cả tuần?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 3–5
KB1556,Đồ uống,Nước không làm hỏng khẩu vị,12,59,Nước là lựa chọn chính để giải khát trong hộp cơm,"Nước không cung cấp đường, không làm hại răng và ít ảnh hưởng cảm giác đói hơn đồ uống ngọt.",[],[],"[""nước trong hộp cơm"", ""đồ uống trẻ nhỏ""]","[""Nên cho trẻ mang đồ uống gì cùng hộp cơm?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 4
KB1557,Hộp cơm,Nguồn sắt và kẽm,12,59,Mỗi bữa mang đi nên có thực phẩm cung cấp sắt và kẽm,"Có thể chọn trứng, thịt, cá, đậu, đậu lăng, đậu phụ hoặc bơ hạt phù hợp với quy định dị ứng và kỹ năng ăn.",[],[],"[""sắt kẽm"", ""đạm hộp cơm""]","[""Nguồn sắt và kẽm nào phù hợp hộp cơm trẻ?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,"pp. 4, 13–14"
KB1558,Hộp cơm,Thực phẩm giàu canxi hằng ngày,12,59,"Bố trí sữa, sữa chua không đường, phô mai hoặc lựa chọn thay thế tăng cường phù hợp","Đồ uống thực vật cho trẻ nhỏ cần được chọn thận trọng theo tuổi và tư vấn chuyên môn, không mặc định thay thế sữa.",[],[],"[""canxi hộp cơm"", ""sữa chua""]","[""Có thể thêm thực phẩm giàu canxi nào vào hộp cơm?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,"pp. 4, 13–14"
KB1559,Hộp cơm,Không cần thực phẩm gắn nhãn trẻ em,12,59,Không cần mua đồ ăn được quảng cáo riêng cho trẻ,Thực phẩm gia đình ít chế biến thường rẻ hơn và có thể chia thành phần nhỏ phù hợp.,[],[],"[""không cần đồ ăn trẻ em"", ""thực phẩm gia đình""]","[""Có cần mua bánh hoặc đồ ăn vặt chuyên dành cho trẻ không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 11–12
KB1560,Hộp cơm,Cấu trúc bốn nhóm,12,59,"Một hộp cơm có thể được xây từ tinh bột, đạm, rau quả và thực phẩm giàu canxi","Không cần tách cứng từng ô, nhưng tổng hộp nên có các thành phần này với lượng vừa khả năng ăn.",[],[],"[""cấu trúc hộp cơm"", ""bốn nhóm""]","[""Khung đơn giản để chuẩn bị hộp cơm cho trẻ là gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 13–14
KB1561,Hộp cơm,Một đến hai phần tinh bột nhỏ,12,59,"Tinh bột có thể gồm bánh mì, cơm, mì, khoai, couscous hoặc ngũ cốc khác","Chọn hình dạng dễ cầm và ăn, không làm phần quá lớn lấn át các nhóm còn lại.",[],[],"[""tinh bột hộp cơm"", ""bánh mì cơm mì""]","[""Có thể dùng những món tinh bột nào trong hộp cơm?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 13
KB1562,Hộp cơm,Ít nhất một loại rau và một loại quả,12,59,Bố trí rau và trái cây quen thuộc trong mỗi hộp khi có thể,"Tiếp tục cho trẻ nhìn và thử món chưa quen nhiều lần, nhưng không ép hoàn thành.",[],[],"[""rau quả hộp cơm"", ""làm quen thực phẩm""]","[""Hộp cơm nên có bao nhiêu loại rau quả?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,"pp. 4, 13–14"
KB1563,Hộp cơm,Nhiều phần nhỏ dễ tiếp cận,12,59,Một số phần nhỏ đa dạng thường phù hợp hơn một món rất lớn,"Cách trình bày rõ ràng giúp trẻ nhận ra món và tự chọn thứ tự ăn, nhưng không cần trang trí cầu kỳ.",[],[],"[""phần nhỏ đa dạng"", ""trình bày hộp cơm""]","[""Vì sao nhiều phần nhỏ có thể phù hợp trẻ hơn một phần lớn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 6–8
KB1564,An toàn ăn uống,Thử món ở nhà trước,12,59,Cho trẻ thử món mới ở nhà trước khi đưa vào hộp cơm,Trẻ sẽ dễ nhận diện và ăn hơn khi không gặp món lạ lần đầu ở môi trường chăm sóc.,[],[],"[""thử món ở nhà"", ""món mới hộp cơm""]","[""Có nên cho món hoàn toàn mới vào hộp cơm không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 6
KB1565,An toàn ăn uống,Cắt quả tròn thành bốn,12,59,"Nho, cà chua bi và quả tròn nhỏ cần được cắt dọc thành bốn phần",Loại bỏ hạt hoặc hạch cứng; điều chỉnh tiếp theo kỹ năng ăn và luôn giám sát.,[],[],"[""cắt nho thành bốn"", ""cà chua bi""]","[""Cắt nho cho hộp cơm trẻ như thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 6–7
KB1566,An toàn ăn uống,Loại món khó xử lý,12,59,Không cho vào hộp các món có nguy cơ hóc cao hoặc khó nhai,"Tránh hạt nguyên, bỏng ngô, xúc xích tròn, cục phô mai lớn, kẹo dẻo và bơ hạt đặc; điều chỉnh món theo kỹ năng.",[],[],"[""nguy cơ hóc hộp cơm"", ""không bỏng ngô""]","[""Những món nào không phù hợp trong hộp cơm trẻ nhỏ?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 6
KB1567,Dị ứng,Tuân thủ chính sách cơ sở,12,59,Kiểm tra quy định dị ứng của trường hoặc nhà trẻ trước khi dùng hạt,"Nếu cơ sở cấm hạt, thay bằng trứng, đậu, đậu phụ hoặc nguồn đạm khác phù hợp.",[],[],"[""chính sách không hạt"", ""dị ứng trường học""]","[""Làm gì nếu nhà trẻ có quy định không dùng hạt?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,"pp. 6, 13"
KB1568,Dụng cụ,Hộp có ngăn và hộp nhỏ,12,59,Dùng ngăn hoặc hộp nhỏ để giữ các thành phần tách biệt,"Cách này giúp món không bị mềm nhũn, trẻ dễ nhìn và dễ tự ăn; bảo đảm nắp không tạo chi tiết nhỏ nguy hiểm.",[],[],"[""hộp cơm có ngăn"", ""hộp nhỏ""]","[""Hộp cơm có ngăn có lợi gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 6–8
KB1569,Đồ uống,Cốc mở hoặc vòi chảy tự do,12,59,Khuyến khích trẻ uống bằng cốc mở nhỏ hoặc bình có vòi chảy tự do,Cách uống nhấp và nuốt phù hợp hơn việc ngậm mút đồ uống kéo dài; rửa bình mỗi ngày.,[],[],"[""cốc mở"", ""vòi chảy tự do""]","[""Loại cốc nào phù hợp cho trẻ mang đi học?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 8
KB1570,An toàn thực phẩm,Giữ lạnh liên tục,12,59,Hộp cơm có thực phẩm dễ hỏng cần được làm lạnh sau khi chuẩn bị và khi đến cơ sở,"Dùng tủ lạnh hoặc túi giữ lạnh với đá lạnh phù hợp; không để sữa, thịt, cá, trứng hoặc sữa chua ở nhiệt độ phòng lâu.",[],[],"[""giữ lạnh hộp cơm"", ""túi lạnh""]","[""Hộp cơm có sữa chua hoặc thịt cần được bảo quản thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 8–9
KB1571,An toàn thực phẩm,Rửa tay trước chuẩn bị và ăn,12,59,Người chuẩn bị và trẻ đều cần rửa tay đúng trước khi ăn,"Làm sạch bề mặt, dụng cụ và hộp đựng; tách thực phẩm sống khỏi thức ăn ăn ngay.",[],[],"[""rửa tay hộp cơm"", ""vệ sinh""]","[""Những bước vệ sinh cơ bản khi làm hộp cơm là gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 9
KB1572,An toàn thực phẩm,Thực phẩm sống ở ngăn dưới,12,59,Bảo quản thịt hoặc gia cầm sống kín ở ngăn thấp trong tủ lạnh,Mục tiêu là ngăn nước sống nhỏ xuống thức ăn đã chín hoặc ăn ngay.,[],[],"[""thịt sống ngăn dưới"", ""nhiễm chéo""]","[""Vì sao thịt sống nên để ở ngăn dưới tủ lạnh?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 9
KB1573,An toàn thực phẩm,Bỏ thức ăn thừa cuối ngày,12,59,Không cất lại thức ăn đã nằm trong hộp cơm suốt buổi để dùng ngày sau,Thời gian và nhiệt độ thực tế thường không được kiểm soát đầy đủ; có thể ghi nhận lượng thừa trước khi bỏ để điều chỉnh khẩu phần.,[],[],"[""bỏ thức ăn thừa"", ""hộp cơm cuối ngày""]","[""Thức ăn còn trong hộp cơm có nên dùng lại hôm sau không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 9
KB1574,Tiết kiệm,Nấu một món cho nhà và hộp cơm,12,59,Nấu lượng phù hợp để dùng một phần cho bữa gia đình và một phần cho hộp cơm,"Mì, cơm, đậu, trứng và rau củ có thể được chuẩn bị theo mẻ, làm lạnh đúng và chia phần.",[],[],"[""nấu theo mẻ"", ""hộp cơm tiết kiệm""]","[""Làm sao giảm thời gian chuẩn bị hộp cơm?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 10–12
KB1575,Tiết kiệm,Dùng thực phẩm đông lạnh và đóng hộp,12,59,Rau quả đông lạnh hoặc đóng hộp phù hợp có thể thay thực phẩm tươi,"Chọn loại không thêm muối hoặc đường khi có thể, để ráo và điều chỉnh kích thước.",[],[],"[""rau đông lạnh"", ""đồ hộp ít muối""]","[""Rau quả đông lạnh có phù hợp hộp cơm không?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 10–12
KB1576,Tiết kiệm,Thay một phần thịt bằng đậu,12,59,Đậu và đậu lăng có thể giảm chi phí mà vẫn cung cấp đạm và sắt,"Trộn vào sốt mì, bánh đậu, hummus hoặc salad mềm; phối hợp rau quả giàu vitamin C.",[],[],"[""thay thịt bằng đậu"", ""hộp cơm tiết kiệm""]","[""Có thể giảm thịt trong hộp cơm bằng cách nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 10–13
KB1577,Tiết kiệm,So sánh giá theo đơn vị,12,59,So sánh giá trên 100 g hoặc 100 ml thay vì chỉ nhìn giá gói,Gói nhỏ có hình trẻ em thường đắt hơn dù thành phần không tốt hơn thực phẩm gia đình.,[],[],"[""giá theo 100g"", ""so sánh giá""]","[""Cách nào giúp so sánh giá thực phẩm chính xác hơn?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,pp. 11–12
KB1578,Hộp cơm,Hộp không gluten,12,59,"Hộp không gluten vẫn cần đủ tinh bột, đạm, rau quả và canxi","Dùng gạo, khoai, ngô, quinoa hoặc sản phẩm được xác nhận không gluten; kiểm tra nhãn và tránh nhiễm chéo nếu trẻ mắc bệnh celiac.",[],[],"[""hộp cơm không gluten"", ""celiac""]","[""Hộp cơm không gluten vẫn cần những nhóm nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,p. 48
KB1579,Nuôi dạy trong bữa ăn,Theo dõi phần thừa để điều chỉnh,12,59,Quan sát món thường xuyên còn lại để điều chỉnh phần và cách chuẩn bị,"Không dùng phần thừa để trách trẻ. Trao đổi giữa gia đình và cơ sở giúp nhận ra trẻ khó mở hộp, không đủ thời gian hoặc chưa quen món.",[],[],"[""theo dõi phần thừa"", ""trao đổi nhà trẻ""]","[""Thức ăn còn lại trong hộp cơm cho biết điều gì?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC48,"pp. 9, 51"
KB1580,Gắn kết,Nhận biết người chăm sóc,2,3,"Trẻ 2–3 tháng có thể nhận ra giọng nói, khuôn mặt và mùi của người chăm sóc",Sự quen thuộc này giúp trẻ cảm thấy an toàn và muốn ở gần người chăm sóc.,[],[],"[""nhận biết người chăm sóc"", ""giọng nói"", ""khuôn mặt""]","[""Trẻ 2–3 tháng nhận biết cha mẹ bằng cách nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC49,PDF pp. 3–4
KB1581,Nhận thức,Kết hợp âm thanh và khuôn mặt,2,3,Trẻ bắt đầu hiểu khuôn mặt và giọng nói quen thuộc thuộc về cùng một người,Nói chuyện ở khoảng cách gần và để trẻ nhìn rõ mặt giúp trẻ kết nối thông tin từ nhiều giác quan.,[],[],"[""kết hợp giác quan"", ""giọng và mặt""]","[""Trẻ 2–3 tháng học kết nối giọng nói với khuôn mặt thế nào?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC49,PDF p. 4
